,ID,Updated,Confirmed,ConfirmedChange,Deaths,DeathsChange,Recovered,RecoveredChange,Latitude,Longitude,ISO2,ISO3,Country_Region,AdminRegion1,AdminRegion2,Country_Population,Yearly Change,Net Change,Density (P/Km²),Land Area (Km²),Migrants (net),Fert. Rate,Med. Age,Urban Pop %,World Share,State,AdminRegion1 Pop,County_State,County,Density,CTYPOP,Case Ratio
124187,22906552,06/01/2020,4,0.0,0.0,0.0,,,40.17463,-88.90401,US,USA,United States,Illinois,De Witt County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Illinois,12671821.0,Illinois,De Witt County,41.7,15638.0,0.02557871850620284
124255,22906551,06/01/2020,418,2.0,4.0,0.0,,,41.89356,-88.77029,US,USA,United States,Illinois,DeKalb County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Illinois,12671821.0,Illinois,DeKalb County,166.6,104897.0,0.39848613401717875
124318,22921553,06/01/2020,8,0.0,0.0,0.0,,,39.76945,-88.21732,US,USA,United States,Illinois,Douglas County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Illinois,12671821.0,Illinois,Douglas County,48.0,19465.0,0.04109940919599281
124387,22906554,06/01/2020,7765,58.0,374.0,1.0,,,41.85194,-88.08561,US,USA,United States,Illinois,DuPage County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Illinois,12671821.0,Illinois,DuPage County,2799.8,922921.0,0.8413504514470902
124394,22906555,06/01/2020,1,0.0,0.0,0.0,,,39.67853,-87.74555,US,USA,United States,Illinois,Edgar County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Illinois,12671821.0,Illinois,Edgar County,29.8,17161.0,0.005827166249053085
124415,22906556,06/01/2020,2,0.0,0.0,0.0,,,38.416470000000004,-88.05324,US,USA,United States,Illinois,Edwards County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Illinois,12671821.0,Illinois,Edwards County,30.2,6395.0,0.03127443315089914
124474,22906557,06/01/2020,7,0.0,1.0,0.0,,,39.05976,-88.58984,US,USA,United States,Illinois,Effingham County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Illinois,12671821.0,Illinois,Effingham County,71.5,34008.0,0.02058339214302517
124536,22921554,06/01/2020,2,0.0,0.0,0.0,,,39.000170000000004,-89.02411,US,USA,United States,Illinois,Fayette County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Illinois,12671821.0,Illinois,Fayette County,30.9,21336.0,0.009373828271466067
124599,22921555,06/01/2020,1,0.0,0.0,0.0,,,40.597159999999995,-88.22327,US,USA,United States,Illinois,Ford County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Illinois,12671821.0,Illinois,Ford County,29.0,12961.0,0.007715454054471106
124660,22921556,06/01/2020,1,0.0,0.0,0.0,,,37.99225,-88.92421,US,USA,United States,Illinois,Franklin County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Illinois,12671821.0,Illinois,Franklin County,96.8,38469.0,0.0025994956978346202
124711,22906561,06/01/2020,11,0.0,0.0,0.0,,,40.47276,-90.20752,US,USA,United States,Illinois,Fulton County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Illinois,12671821.0,Illinois,Fulton County,42.8,34340.0,0.0320326150262085
124767,22906562,06/01/2020,2,0.0,0.0,0.0,,,37.76271,-88.23048,US,USA,United States,Illinois,Gallatin County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Illinois,12671821.0,Illinois,Gallatin County,17.3,4828.0,0.041425020712510356
124821,22906563,06/01/2020,5,0.0,0.0,0.0,,,39.3561,-90.39046,US,USA,United States,Illinois,Greene County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Illinois,12671821.0,Illinois,Greene County,25.6,12969.0,0.038553473667977484
124884,22906564,06/01/2020,99,1.0,2.0,0.0,,,41.2851,-88.4185,US,USA,United States,Illinois,Grundy County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Illinois,12671821.0,Illinois,Grundy County,119.8,51054.0,0.1939123281231637
124929,22906565,06/01/2020,2,0.0,0.0,0.0,,,38.08155,-88.53907,US,USA,United States,Illinois,Hamilton County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Illinois,12671821.0,Illinois,Hamilton County,19.5,8116.0,0.02464268112370626
124983,22906566,06/01/2020,17,0.0,0.0,0.0,,,40.40383,-91.16450999999999,US,USA,United States,Illinois,Hancock County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Illinois,12671821.0,Illinois,Hancock County,24.1,17708.0,0.0960018070928394
125026,22906567,06/01/2020,1,0.0,0.0,0.0,,,37.51812,-88.26698,US,USA,United States,Illinois,Hardin County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Illinois,12671821.0,Illinois,Hardin County,24.3,3821.0,0.026171159382360636
125071,22906568,06/01/2020,8,0.0,0.0,0.0,,,40.81856,-90.92539000000001,US,USA,United States,Illinois,Henderson County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Illinois,12671821.0,Illinois,Henderson County,19.3,6646.0,0.12037315678603672
125134,22906569,06/01/2020,69,0.0,0.0,0.0,,,41.3531,-90.13136999999999,US,USA,United States,Illinois,Henry County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Illinois,12671821.0,Illinois,Henry County,61.3,48913.0,0.14106679205937073
125196,22906570,06/01/2020,132,0.0,4.0,0.0,,,40.74723,-87.8243,US,USA,United States,Illinois,Iroquois County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Illinois,12671821.0,Illinois,Iroquois County,26.6,27114.0,0.4868333702146493
125265,22906571,06/01/2020,289,3.0,10.0,0.0,,,37.785109999999996,-89.38207,US,USA,United States,Illinois,Jackson County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Illinois,12671821.0,Illinois,Jackson County,103.1,56750.0,0.5092511013215859
125325,22906572,06/01/2020,45,0.0,7.0,0.0,,,39.01,-88.15381,US,USA,United States,Illinois,Jasper County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Illinois,12671821.0,Illinois,Jasper County,19.6,9610.0,0.46826222684703434
125383,22906573,06/01/2020,101,0.0,16.0,0.0,,,38.300509999999996,-88.92399999999999,US,USA,United States,Illinois,Jefferson County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Illinois,12671821.0,Illinois,Jefferson County,68.0,37684.0,0.26801825708523513
125442,22906574,06/01/2020,24,0.0,1.0,0.0,,,39.08559,-90.35653,US,USA,United States,Illinois,Jersey County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Illinois,12671821.0,Illinois,Jersey County,62.2,21773.0,0.1102282643641207
125511,22921557,06/01/2020,3,0.0,0.0,0.0,,,42.36578,-90.2125,US,USA,United States,Illinois,Jo Daviess County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Illinois,12671821.0,Illinois,Jo Daviess County,37.7,21235.0,0.014127619496114905
125560,22906576,06/01/2020,9,1.0,0.0,0.0,,,37.459590000000006,-88.8808,US,USA,United States,Illinois,Johnson County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Illinois,12671821.0,Illinois,Johnson County,36.6,12417.0,0.0724812756704518
125629,22906577,06/01/2020,6404,66.0,178.0,0.0,,,41.93887,-88.42863,US,USA,United States,Illinois,Kane County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Illinois,12671821.0,Illinois,Kane County,990.8,532403.0,1.2028482183609033
125698,22906578,06/01/2020,915,5.0,48.0,3.0,,,41.13771,-87.86182,US,USA,United States,Illinois,Kankakee County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Illinois,12671821.0,Illinois,Kankakee County,167.7,109862.0,0.8328630463672607
125767,22921558,06/01/2020,36,0.0,2.0,0.0,,,41.59059,-88.4288,US,USA,United States,Illinois,Kendall County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Illinois,12671821.0,Illinois,Kendall County,358.2,128990.0,0.027909140243429723
125830,22906579,06/01/2020,101,1.0,0.0,0.0,,,40.93179,-90.2132,US,USA,United States,Illinois,Knox County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Illinois,12671821.0,Illinois,Knox County,73.9,49699.0,0.20322340489748286
125967,22906580,06/01/2020,8408,77.0,292.0,1.0,,,42.326640000000005,-87.68607,US,USA,United States,Illinois,Lake County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Illinois,12671821.0,Illinois,Lake County,1585.6,696535.0,1.207118091696756
126021,22906582,06/01/2020,4,0.0,0.0,0.0,,,38.71992,-87.72677,US,USA,United States,Illinois,Lawrence County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Illinois,12671821.0,Illinois,Lawrence County,45.2,15678.0,0.025513458349279247
126079,22906583,06/01/2020,81,0.0,1.0,0.0,,,41.7462,-89.30034,US,USA,United States,Illinois,Lee County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Illinois,12671821.0,Illinois,Lee County,49.7,34096.0,0.23756452369779446
126147,22921559,06/01/2020,5,0.0,0.0,0.0,,,40.89156,-88.55771999999999,US,USA,United States,Illinois,Livingston County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Illinois,12671821.0,Illinois,Livingston County,37.3,35648.0,0.014026032315978456
126207,22921560,06/01/2020,1,0.0,0.0,0.0,,,40.12453,-89.36752,US,USA,United States,Illinois,Logan County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Illinois,12671821.0,Illinois,Logan County,49.0,28618.0,0.003494304284017052
126270,22906589,06/01/2020,194,1.0,19.0,0.0,,,39.86,-88.96158,US,USA,United States,Illinois,Macon County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Illinois,12671821.0,Illinois,Macon County,190.8,104009.0,0.18652232018383025
126332,22921562,06/01/2020,1,0.0,0.0,0.0,,,39.260999999999996,-89.9244,US,USA,United States,Illinois,Macoupin County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Illinois,12671821.0,Illinois,Macoupin County,55.4,44926.0,0.002225882562436006
126401,22906591,06/01/2020,594,14.0,60.0,0.0,,,38.82978,-89.90504,US,USA,United States,Illinois,Madison County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Illinois,12671821.0,Illinois,Madison County,376.3,262966.0,0.2258847151342759
126463,22921572,06/01/2020,2,0.0,0.0,0.0,,,38.64959,-88.91893,US,USA,United States,Illinois,Marion County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Illinois,12671821.0,Illinois,Marion County,68.9,37205.0,0.005375621556242441
126525,22921581,06/01/2020,1,0.0,0.0,0.0,,,41.03315,-89.34476,US,USA,United States,Illinois,Marshall County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Illinois,12671821.0,Illinois,Marshall County,32.7,11438.0,0.008742787200559538
126582,22906594,06/01/2020,18,0.0,0.0,0.0,,,40.24021,-89.91586,US,USA,United States,Illinois,Mason County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Illinois,12671821.0,Illinois,Mason County,27.2,13359.0,0.13474062429822592
126643,22921591,06/01/2020,1,0.0,0.0,0.0,,,37.21882,-88.70773,US,USA,United States,Illinois,Massac County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Illinois,12671821.0,Illinois,Massac County,65.0,13772.0,0.007261109497531223
126693,22906586,06/01/2020,89,1.0,11.0,0.0,,,40.45624,-90.67785,US,USA,United States,Illinois,McDonough County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Illinois,12671821.0,Illinois,McDonough County,55.3,29682.0,0.29984502392022105
126762,22906587,06/01/2020,1585,19.0,72.0,0.0,,,42.32436,-88.45243,US,USA,United States,Illinois,McHenry County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Illinois,12671821.0,Illinois,McHenry County,511.9,307774.0,0.5149882706141519
126830,22921561,06/01/2020,32,0.0,2.0,0.0,,,40.49088,-88.84731,US,USA,United States,Illinois,McLean County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Illinois,12671821.0,Illinois,McLean County,143.3,171517.0,0.018657042742118858
126893,22921601,06/01/2020,1,0.0,0.0,0.0,,,40.027390000000004,-89.80215,US,USA,United States,Illinois,Menard County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Illinois,12671821.0,Illinois,Menard County,40.4,12196.0,0.008199409642505739
126955,22921612,06/01/2020,1,0.0,0.0,0.0,,,41.20535,-90.7414,US,USA,United States,Illinois,Mercer County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Illinois,12671821.0,Illinois,Mercer County,29.3,15437.0,0.006477942605428517
127018,22906598,06/01/2020,96,1.0,12.0,0.0,,,38.27864,-90.17729,US,USA,United States,Illinois,Monroe County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Illinois,12671821.0,Illinois,Monroe County,85.6,34637.0,0.2771602621474146
127081,22921632,06/01/2020,2,0.0,0.0,0.0,,,39.23104,-89.47882,US,USA,United States,Illinois,Montgomery County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Illinois,12671821.0,Illinois,Montgomery County,42.8,28414.0,0.007038783698176955
127143,22921642,06/01/2020,5,0.0,1.0,0.0,,,39.715559999999996,-90.20153,US,USA,United States,Illinois,Morgan County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Illinois,12671821.0,Illinois,Morgan County,62.5,33658.0,0.014855309287539366
127205,22921646,06/01/2020,1,0.0,0.0,0.0,,,39.641490000000005,-88.61929,US,USA,United States,Illinois,Moultrie County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Illinois,12671821.0,Illinois,Moultrie County,44.2,14501.0,0.006896076132680504
127268,22906602,06/01/2020,211,5.0,3.0,0.0,,,42.042640000000006,-89.32066999999999,US,USA,United States,Illinois,Ogle County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Illinois,12671821.0,Illinois,Ogle County,70.5,50643.0,0.4166419840846711
127337,22906603,06/01/2020,238,5.0,9.0,0.0,,,40.78803,-89.7601,US,USA,United States,Illinois,Peoria County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Illinois,12671821.0,Illinois,Peoria County,301.2,179179.0,0.13282806578895964
127388,22906604,06/01/2020,41,0.0,0.0,0.0,,,38.08374,-89.36704,US,USA,United States,Illinois,Perry County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Illinois,12671821.0,Illinois,Perry County,50.6,20916.0,0.1960221839739912
127450,22921647,06/01/2020,1,0.0,0.0,0.0,,,40.01031,-88.59106,US,USA,United States,Illinois,Piatt County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Illinois,12671821.0,Illinois,Piatt County,38.1,16344.0,0.006118453255017132
127507,22906606,06/01/2020,1,0.0,0.0,0.0,,,39.62247,-90.88631,US,USA,United States,Illinois,Pike County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Illinois,12671821.0,Illinois,Pike County,19.8,15561.0,0.0064263222157959
127533,22906607,06/01/2020,1,0.0,0.0,0.0,,,37.41255,-88.56142,US,USA,United States,Illinois,Pope County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Illinois,12671821.0,Illinois,Pope County,12.1,4177.0,0.023940627244433802
127587,22906608,06/01/2020,56,0.0,0.0,0.0,,,37.22295,-89.12659000000001,US,USA,United States,Illinois,Pulaski County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Illinois,12671821.0,Illinois,Pulaski County,30.9,5335.0,1.0496719775070291
127605,22906609,06/01/2020,1,0.0,0.0,0.0,,,41.20445,-89.28577,US,USA,United States,Illinois,Putnam County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Illinois,12671821.0,Illinois,Putnam County,37.5,5739.0,0.017424638438752395
127668,22906610,06/01/2020,269,-1.0,4.0,0.0,,,38.05209,-89.82545,US,USA,United States,Illinois,Randolph County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Illinois,12671821.0,Illinois,Randolph County,58.2,31782.0,0.8463910389528664
127723,22906611,06/01/2020,3,0.0,0.0,0.0,,,38.71233,-88.08511,US,USA,United States,Illinois,Richland County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Illinois,12671821.0,Illinois,Richland County,45.1,15513.0,0.019338619222587505
127792,22906612,06/01/2020,661,3.0,24.0,0.0,,,41.46727,-90.56747,US,USA,United States,Illinois,Rock Island County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Illinois,12671821.0,Illinois,Rock Island County,345.0,141879.0,0.46588994847722354
127853,22921673,06/01/2020,1,0.0,0.0,0.0,,,37.75314,-88.54075999999999,US,USA,United States,Illinois,Saline County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Illinois,12671821.0,Illinois,Saline County,65.6,23491.0,0.004256949470009791
127922,22906614,06/01/2020,350,-1.0,29.0,0.0,,,39.75816,-89.65889,US,USA,United States,Illinois,Sangamon County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Illinois,12671821.0,Illinois,Sangamon County,227.4,194672.0,0.17978959480562176
127975,22906615,06/01/2020,13,0.0,0.0,0.0,,,40.1581,-90.61534,US,USA,United States,Illinois,Schuyler County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Illinois,12671821.0,Illinois,Schuyler County,17.3,6768.0,0.19208037825059102
128030,22906616,06/01/2020,16,0.0,1.0,0.0,,,39.39116,-88.80549,US,USA,United States,Illinois,Shelby County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Illinois,12671821.0,Illinois,Shelby County,29.5,21634.0,0.07395765924008506
128099,22921666,06/01/2020,55,0.0,2.0,0.0,,,38.47033,-89.92841999999999,US,USA,United States,Illinois,St. Clair County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Illinois,12671821.0,Illinois,St. Clair County,410.6,259686.0,0.021179424381753346
128152,22906617,06/01/2020,3,0.0,0.0,0.0,,,41.09337,-89.79741999999999,US,USA,United States,Illinois,Stark County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Illinois,12671821.0,Illinois,Stark County,20.8,5342.0,0.05615874204417821
128221,22906618,06/01/2020,209,3.0,2.0,0.0,,,42.35184,-89.66225,US,USA,United States,Illinois,Stephenson County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Illinois,12671821.0,Illinois,Stephenson County,84.5,44498.0,0.4696840307429547
128284,22906619,06/01/2020,73,0.0,5.0,0.0,,,40.5075,-89.51352,US,USA,United States,Illinois,Tazewell County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Illinois,12671821.0,Illinois,Tazewell County,208.6,131803.0,0.05538568924834791
128331,22906620,06/01/2020,155,1.0,11.0,0.0,,,37.47124,-89.25503,US,USA,United States,Illinois,Union County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Illinois,12671821.0,Illinois,Union County,43.1,16653.0,0.9307632258451931
128394,22921674,06/01/2020,2,0.0,0.0,0.0,,,40.183409999999995,-87.73281,US,USA,United States,Illinois,Vermilion County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Illinois,12671821.0,Illinois,Vermilion County,90.9,75758.0,0.00263998521608279
128450,22906622,06/01/2020,5,3.0,0.0,0.0,,,38.44599,-87.84434,US,USA,United States,Illinois,Wabash County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Illinois,12671821.0,Illinois,Wabash County,53.5,11520.0,0.043402777777777776
128501,22906623,06/01/2020,117,0.0,0.0,0.0,,,40.84884,-90.61501,US,USA,United States,Illinois,Warren County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Illinois,12671821.0,Illinois,Warren County,32.6,16844.0,0.6946093564473996
128569,22921675,06/01/2020,1,0.0,0.0,0.0,,,38.35225,-89.41049,US,USA,United States,Illinois,Washington County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Illinois,12671821.0,Illinois,Washington County,26.2,13887.0,0.0072009793331893135
128614,22906625,06/01/2020,9,0.0,1.0,0.0,,,38.42954,-88.42556,US,USA,United States,Illinois,Wayne County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Illinois,12671821.0,Illinois,Wayne County,23.5,16215.0,0.05550416281221092
128657,22906626,06/01/2020,2,0.0,0.0,0.0,,,38.08747,-88.17956,US,USA,United States,Illinois,White County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Illinois,12671821.0,Illinois,White County,29.6,13537.0,0.014774322227967792
128726,22906627,06/01/2020,142,2.0,13.0,0.0,,,41.75626,-89.91411,US,USA,United States,Illinois,Whiteside County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Illinois,12671821.0,Illinois,Whiteside County,85.5,55175.0,0.2573629361123697
128795,22906628,06/01/2020,5613,47.0,277.0,1.0,,,41.44506,-87.97865,US,USA,United States,Illinois,Will County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Illinois,12671821.0,Illinois,Will County,809.6,690743.0,0.812603240278946
128863,22906629,06/01/2020,67,0.0,2.0,0.0,,,37.73017,-88.92990999999999,US,USA,United States,Illinois,Williamson County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Illinois,12671821.0,Illinois,Williamson County,157.9,66597.0,0.10060513236331967
128932,22906630,06/01/2020,2290,39.0,55.0,0.0,,,42.336259999999996,-89.16085,US,USA,United States,Illinois,Winnebago County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Illinois,12671821.0,Illinois,Winnebago County,575.2,282572.0,0.8104129213085515
128999,22921676,06/01/2020,3,0.0,0.0,0.0,,,40.788309999999996,-89.21128,US,USA,United States,Illinois,Woodford County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Illinois,12671821.0,Illinois,Woodford County,73.3,38459.0,0.007800514833979043
129174,22906632,06/01/2020,17,2.0,1.0,0.0,,,40.74565,-84.93663000000001,US,USA,United States,Indiana,Adams County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Indiana,6732219.0,Indiana,Adams County,101.4,35777.0,0.047516560919026195
129243,22906633,06/01/2020,1662,44.0,69.0,0.0,,,41.09086,-85.06654,US,USA,United States,Indiana,Allen County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Indiana,6732219.0,Indiana,Allen County,540.6,379299.0,0.43817674183164207
129312,22906634,06/01/2020,515,4.0,35.0,0.0,,,39.20595,-85.89759000000001,US,USA,United States,Indiana,Bartholomew County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Indiana,6732219.0,Indiana,Bartholomew County,188.7,83779.0,0.6147125174566418
129370,22906635,06/01/2020,31,1.0,0.0,0.0,,,40.60625,-87.31090999999999,US,USA,United States,Indiana,Benton County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Indiana,6732219.0,Indiana,Benton County,21.8,8748.0,0.3543667123914037
129428,22906636,06/01/2020,26,1.0,2.0,0.0,,,40.47359,-85.32483,US,USA,United States,Indiana,Blackford County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Indiana,6732219.0,Indiana,Blackford County,77.3,11758.0,0.221126041843851
129497,22906637,06/01/2020,315,0.0,35.0,0.0,,,40.050740000000005,-86.4687,US,USA,United States,Indiana,Boone County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Indiana,6732219.0,Indiana,Boone County,133.9,67843.0,0.4643072977315272
129565,22906638,06/01/2020,33,0.0,1.0,0.0,,,39.19619,-86.22735,US,USA,United States,Indiana,Brown County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Indiana,6732219.0,Indiana,Brown County,48.9,15092.0,0.21865889212827988
129631,22906639,06/01/2020,93,0.0,2.0,0.0,,,40.58286,-86.56345,US,USA,United States,Indiana,Carroll County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Indiana,6732219.0,Indiana,Carroll County,54.1,20257.0,0.4591005578318606
129694,22906640,06/01/2020,1587,0.0,7.0,0.0,,,40.76146,-86.34591999999999,US,USA,United States,Indiana,Cass County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Indiana,6732219.0,Indiana,Cass County,94.5,37689.0,4.210777680490329
129763,22906641,06/01/2020,505,1.0,41.0,0.0,,,38.47723,-85.70705,US,USA,United States,Indiana,Clark County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Indiana,6732219.0,Indiana,Clark County,295.6,118302.0,0.4268735946983145
